ID	Word	Definition	Class	Register	CEFR Level	IPA	Image	Example	Cambridge Examples	Audio	Definition Audio	Example Audio	Explanation	Morphology	Etymology	Connected Words	Hint	Tags
district	district	"A <span id=""word-in-definition"">district</span> is a small part of a city, county, state, or country."	noun		B1	/ˈdɪs.trɪkt/	"<img src=""district.jpg"" />"	I live in a residential district of Seattle, Washington.	"• the business district of New York
<br>• the Lake District/the Peak District
<br>• US the City of Malden School District
<br>• UK South Cambridgeshire District Council"	[sound:district.mp3]	[sound:district_meaning.mp3]	[sound:district_example.mp3]						English::cefr-B1
endure	endure	"To <span id=""word-in-definition"">endure</span> something tough means to do or go through it."	verb		B2	/ɪnˈdʊr/	"<img src=""endure.jpg"" />"	She had to endure her husband shouting all day long.	"• We had to endure a nine-hour delay at the airport.
<br>• She's already had to endure three painful operations on her leg."	[sound:endure.mp3]	[sound:endure_meaning.mp3]	[sound:endure_example.mp3]				* surmount: formal		English::cefr-B2
stir	stir	"To <span id=""word-in-definition"">stir</span> something means to mix it using something small, like a spoon."	verb		B1	/stɝː/	"<img src=""stir.jpg"" />"	Mom stirred the batter until it was smooth.	"• Stir the sauce gently until it begins to boil.
<br>• Stir the egg yolks into the mixture.
<br>• She paused to stir some milk into her coffee.
<br>• Slowly add the flour, stirring until completely blended."	[sound:stir.mp3]	[sound:stir_meaning.mp3]	[sound:stir_example.mp3]						English::cefr-B1
tap	tap	"To <span id=""word-in-definition"">tap</span> something is to hit it lightly."	verb		B2	/tæp/	"<img src=""tap.jpg"" />"	He tapped the keys of the keyboard to write a short word.	"• The branches tapped against the window.
<br>• I could hear him tapping his fingers on the desk.
<br>• I was tapping my feet (= hitting the floor gently with my feet) to the music.
<br>• Someone tapped me on the shoulder."	[sound:tap.mp3]	[sound:tap_meaning.mp3]	[sound:tap_example.mp3]						English::cefr-B2
tremendous	tremendous	"When something is <span id=""word-in-definition"">tremendous</span>, it is very large."	adjective		B2	/trɪˈmen.dəs/	"<img src=""tremendous.jpg"" />"	The Earth's oceans are filled with a tremendous amount of water.	"• They were making a tremendous amount of noise last night.
<br>• She's been a tremendous (= very great) help to me over the last few months.
<br>• You won? That's tremendous!"	[sound:tremendous.mp3]	[sound:tremendous_meaning.mp3]	[sound:tremendous_example.mp3]						English::cefr-B2
underneath	underneath	"When something is <span id=""word-in-definition"">underneath</span> something else, it is below or lower than it."	preposition, adverb		B1	/ˌʌn.dɚˈniːθ/	"<img src=""underneath.jpg"" />"	The roots of a tree are located underneath the ground.	"• The tunnel goes right underneath the city.
<br>• They found a bomb underneath the car.
<br>• Underneath that shy exterior, she's actually a very warm person.
<br>• He was wearing a garish T-shirt underneath his shirt."	[sound:underneath.mp3]	[sound:underneath_meaning.mp3]	[sound:underneath_example.mp3]						English::cefr-B1
worm	worm	"A <span id=""word-in-definition"">worm</span> is a small animal with a long, thin body."	noun		B2	/wɝːm/	"<img src=""worm.jpg"" />"	worms are often used to help catch fish.	• The kiwi bird eats worms, other invertebrates, and berries.	[sound:worm.mp3]	[sound:worm_meaning.mp3]	[sound:worm_example.mp3]						English::cefr-B2
abandon	abandon	"To <span id=""word-in-definition"">abandon</span> something is to leave it forever or for a long time."	verb		B2	/əˈbæn.dən/	"<img src=""abandon.jpg"">"	The old room had been abandoned years before.	"• We had to abandon the car.
<br>• By the time the rebel troops arrived, the village had already been abandoned.
<br>• As a baby he was abandoned by his mother.
<br>• We were sinking fast, and the captain gave the order to abandon ship."	[sound:abandon.mp3]	[sound:abandon_meaning.mp3]	[sound:abandon_example.mp3]						English::cefr-B2
ambitious	ambitious	"If someone is <span id=""word-in-definition"">ambitious</span>, they want to be rich or successful."	adjective		B2	/æmˈbɪʃ.əs/	"<img src=""ambitious.jpg"" />"	Kendra had to be ambitious to get into medical school.	"• an ambitious young lawyer
<br>• He's very ambitious for his children (= he wants them to be successful)."	[sound:ambitious.mp3]	[sound:ambitious_meaning.mp3]	[sound:ambitious_example.mp3]						English::cefr-B2
bark	bark	"When a dog <span id=""word-in-definition"">bark</span>s, it makes a short, loud noise."	verb		B2	/bɑːrk/	"<img src=""bark.jpg"" />"	The dog barked loudly and frighteningly.	• They heard a dog barking outside.	[sound:bark.mp3]	[sound:bark_meaning.mp3]	[sound:bark_example.mp3]						English::cefr-B2
bay	bay	"A <span id=""word-in-definition"">bay</span> is an area near the ocean where the land goes inward."	noun		B1	/beɪ/	"<img src=""bay.jpg"" />"	The Golden Gate Bridge crosses San Francisco bay.	"• We sailed into a beautiful, secluded bay.
<br>• San Francisco Bay
<br>• the Bay of Naples"	[sound:bay.mp3]	[sound:bay_meaning.mp3]	[sound:bay_example.mp3]						English::cefr-B1
brilliant	brilliant	"If someone is <span id=""word-in-definition"">brilliant</span>, they are very smart."	adjective		B1	/ˈbrɪl.jənt/	"<img src=""brilliant.jpg"" />"	My younger sister is brilliant for someone her age.	"• Her mother was a brilliant scientist.
<br>• He gave a brilliant performance.
<br>• The idea was quite brilliant.
<br>• She seemed to have a brilliant career ahead of her (= was likely to be extremely successful)."	[sound:brilliant.mp3]	[sound:brilliant_meaning.mp3]	[sound:brilliant_example.mp3]						English::cefr-B1
chin	chin	"Your <span id=""word-in-definition"">chin</span> is the hard part at the bottom of your face."	noun		B1	/tʃɪn/	"<img src=""chin.jpg"" />"	Luke pointed to the hair on his chin.	"• To keep the helmet in position, fasten the strap beneath the chin.
<br>• She sat behind the table, her chin resting in her hands."	[sound:chin.mp3]	[sound:chin_meaning.mp3]	[sound:chin_example.mp3]						English::cefr-B1
complaint	complaint	"A <span id=""word-in-definition"">complaint</span> is something you say to tell people that you don't like something."	noun		B1	/kəmˈpleɪnt/	"<img src=""complaint.jpg"" />"	Mom said she didn't want to hear my brother's complaints.	"• We've received a complaint from one of our listeners about offensive language.
<br>• I've made a complaint (= formally complained) to the police about the noise.
<br>• <span class=""c-grammar-use"">[ + that ]</span> We've had complaints that you've been playing your radio too loud.
<br>• Do you have any grounds for complaint (= reason to formally complain)?"	[sound:complaint.mp3]	[sound:complaint_meaning.mp3]	[sound:complaint_example.mp3]						English::cefr-B1
deaf	deaf	"When someone is <span id=""word-in-definition"">deaf</span>, they cannot hear."	adjective		B1	/def/	"<img src=""deaf.jpg"" />"	Susan was born deaf.	• He's been totally/partially deaf since birth.	[sound:deaf.mp3]	[sound:deaf_meaning.mp3]	[sound:deaf_example.mp3]						English::cefr-B1
enthusiastic	enthusiastic	"To be <span id=""word-in-definition"">enthusiastic</span> about something is to be excited by or interested in it."	adjective		B2	/ɪnˌθuː.ziˈæs.tɪk/	"<img src=""enthusiastic.jpg"" />"	The man was enthusiastic  about his job.	• You don't seem very enthusiastic about the party - don't you want to go tonight?	[sound:enthusiastic.mp3]	[sound:enthusiastic_meaning.mp3]	[sound:enthusiastic_example.mp3]						English::cefr-B2
expedition	expedition	"An <span id=""word-in-definition"">expedition</span> is a long trip, usually to a place very far away."	noun		B1	/ˌek.spəˈdɪʃ.ən/	"<img src=""expedition.jpg"" />"	They got into their spaceship to begin their expedition.	"• We're going on a shopping expedition on Saturday.
<br>• Scott died while he was on an expedition to the Antarctic in 1912."	[sound:expedition.mp3]	[sound:expedition_meaning.mp3]	[sound:expedition_example.mp3]						English::cefr-B1
loyal	loyal	"To be <span id=""word-in-definition"">loyal</span> to something or someone is to agree to always help them."	adjective		B2	/ˈlɔɪ.əl/	"<img src=""loyal.jpg"" />"	The three friends are very loyal to each other.	"• Jack has been a loyal worker in this company for almost 50 years.
<br>• When all her other friends deserted her, Steve remained loyal.
<br>• She's very loyal to her friends."	[sound:loyal.mp3]	[sound:loyal_meaning.mp3]	[sound:loyal_example.mp3]						English::cefr-B2
mayor	mayor	"The <span id=""word-in-definition"">mayor</span> is the person in charge of a city."	noun		B2	/mer/	"<img src=""mayor.jpg"" />"	The mayor of my hometown is quite a powerful speaker.	"• The prime minister met many civic leaders, including the mayor and the leaders of the immigrant communities.<br>• 
We need a mayor who is tough enough to clean up this town.<br>• 
The mayor has promised to cleanse the city of drug dealers.<br>• 
The mayor and the city council are anxious to avoid getting entangled in the controversy.<br>• 
They were flattered to be invited to dinner by the mayor."	[sound:mayor.mp3]	[sound:mayor_meaning.mp3]	[sound:mayor_example.mp3]						English::cefr-B2
overweight	overweight	"If someone is <span id=""word-in-definition"">overweight</span>, they are heavier than is allowed"	adjective		B2	/ˌoʊ.vɚˈweɪt/	"<img src=""overweight.jpg"" />"	Roger eats too much, so now he's overweight.	• If your luggage is overweight, you have to pay extra.	[sound:overweight.mp3]	[sound:overweight_meaning.mp3]	[sound:overweight_example.mp3]						English::cefr-B2
restore	restore	"To <span id=""word-in-definition"">restore</span> something is to put it back the way it was."	verb		B2	/rɪˈstɔːr/	"<img src=""restore.jpg"" />"	Victor restored the old car.	"• The badly neglected paintings have all been carefully restored.
<br>• After a week in bed, she was fully restored to health (= she felt healthy again).
<br>• The former leader was today restored to power in the first free elections for 20 years."	[sound:restore.mp3]	[sound:restore_meaning.mp3]	[sound:restore_example.mp3]						English::cefr-B2
rub	rub	"To <span id=""word-in-definition"">rub</span> something is to push on it and move your hand back and forth."	verb		B2	/rʌb/	"<img src=""rub.jpg"" />"	Mom's feet were sore, so she rubbed them.	"• She yawned and rubbed her eyes sleepily.
<br>• He rubbed (at) the stain on his trousers and made it worse.
<br>• We rubbed some polish into the surface of the wood.
<br>• She gently rubbed the ointment in.
<br>• First rub the baking tray well with butter.
<br>• <span class=""c-grammar-use"">[ + obj + adj  ]</span> Alice rubbed the blackboard clean for the teacher.
<br>• Your cat keeps on rubbing itself (up) against my leg.
<br>• She was rubbing her hands (together) at the thought of winning.
<br>• The branches rubbed against each other in the wind.
<br>• The chair legs have rubbed holes in the carpet.
<br>• My new shoes are rubbing (against/on my toe) and now I've got blisters.
<br>• These marks will never rub off (= be cleaned off).
<br>• Alice rubbed the sums off (= cleaned them off) the blackboard for the teacher."	[sound:rub.mp3]	[sound:rub_meaning.mp3]	[sound:rub_example.mp3]						English::cefr-B2
senses	senses	"Your <span id=""word-in-definition"">senses</span> are how you see, taste, hear, feel and smell."	noun		B2	/sens/	"<img src=""senses.jpg"" />"	It would be hard to live without your five senses.	"• With her excellent sense of smell, she could tell if you were a smoker from the other side of the room.
<br>• My cold is so bad I've lost my sense of smell/taste (= I can't smell/taste anything)."	[sound:senses.mp3]	[sound:senses_meaning.mp3]	[sound:senses_example.mp3]						English::cefr-B2
anniversary	anniversary	"An <span id=""word-in-definition"">anniversary</span> is a day that celebrates something from the past."	noun		B1	/ˌæn.əˈvɝː.sɚ.i/	"<img src=""anniversary.jpg"" />"	My parents went out to eat for their wedding anniversary.	"• We always celebrate our wedding anniversary with dinner in an expensive restaurant.
<br>• Tomorrow is the 30th anniversary of the revolution."	[sound:anniversary.mp3]	[sound:anniversary_meaning.mp3]	[sound:anniversary_example.mp3]						English::cefr-B1
ashamed	ashamed	"To be <span id=""word-in-definition"">ashamed</span> is to feel upset because you did something wrong or bad."	adjective		B1	/əˈʃeɪmd/	"<img src=""ashamed.jpg"" />"	He was ashamed when he found out that I knew about his past.	"• You've got nothing to be ashamed of.
<br>• She ought to be thoroughly ashamed of herself - talking to her mother like that!
<br>• <span class=""c-grammar-use"">[ + to infinitive ]</span> He was ashamed to admit to his mistake.
<br>• <span class=""c-grammar-use"">[ + that ]</span> I was ashamed that I'd made so little effort.
<br>• I'm ashamed to be seen with you when you behave so badly!
<br>• I felt so ashamed of myself for making such a fuss.
<br>• I'm so ashamed of you (= embarrassed to be connected with you)!"	[sound:ashamed.mp3]	[sound:ashamed_meaning.mp3]	[sound:ashamed_example.mp3]						English::cefr-B1
burst	burst	"To <span id=""word-in-definition"">burst</span> is to suddenly break open or apart."	verb		B2	/bɝːst/	"<img src=""burst.jpg"" />"	The bomb bursted over the city.	"• I hate it when balloons burst.
<br>• Suddenly the door burst open (= opened suddenly and forcefully) and police officers rushed in.
<br>• The river was threatening to burst its banks.
<br>• figurative humorous If I eat any more cake I'll burst (= I cannot eat anything else)!"	[sound:burst.mp3]	[sound:burst_meaning.mp3]	[sound:burst_example.mp3]						English::cefr-B2
elegant	elegant	"If something is <span id=""word-in-definition"">elegant</span>, it is very fancy and pleasing."	adjective		B2	/ˈel.ə.ɡənt/	"<img src=""elegant.jpg"" />"	In Japan, women wear elegant kimonos on special occasions.	"• an elegant woman
<br>• a very elegant suit
<br>• an elegant dining room"	[sound:elegant.mp3]	[sound:elegant_meaning.mp3]	[sound:elegant_example.mp3]						English::cefr-B2
needle	needle	"A <span id=""word-in-definition"">needle</span> is a small, sharp piece of metal that you use to make or fix clothes."	noun		B2	/ˈniː.dəl/	"<img src=""needle.jpg"" />"	I used a needle to fix the hole in my pants.	"• a needle and thread
<br>• Here, your eyes are better than mine - could you thread (= put thread through) this needle for me?"	[sound:needle.mp3]	[sound:needle_meaning.mp3]	[sound:needle_example.mp3]						English::cefr-B2
sew	sew	"To <span id=""word-in-definition"">sew</span> means to put pieces of cloth together using string."	verb		B1	/soʊ/	"<img src=""sew.jpg"" />"	I learned to sew when I was a little girl.	"• My grandmother taught me to sew.
<br>• I made this skirt just by sewing two pieces of material together.
<br>• He sewed the badge neatly onto his uniform."	[sound:sew.mp3]	[sound:sew_meaning.mp3]	[sound:sew_example.mp3]						English::cefr-B1
shed	shed	"A <span id=""word-in-definition"">shed</span> is a small building where you store things like tools."	noun		B2	/ʃed/	"<img src=""shed.jpg"" />"	We have a small shed in the backyard for storage.	"• a tool/storage shed
<br>• UK a garden/bicycle shed"	[sound:shed.mp3]	[sound:shed_meaning.mp3]	[sound:shed_example.mp3]						English::cefr-B2
boast	boast	"To <span id=""word-in-definition"">boast</span> is to talk about how good you are."	verb	disapproving	B2	/boʊst/	"<img src=""boast.jpg"" />"	We all became tired of listening to him boast about himself all day.		[sound:boast.mp3]	[sound:boast_meaning.mp3]	[sound:boast_example.mp3]						English::cefr-B2
bounce	bounce	"To <span id=""word-in-definition"">bounce</span> is to move something up and away from a surface after hitting it."	verb		B1	/baʊns/	"<img src=""bounce.jpg"">"	Owen bounced the ball on the ground.	"• The ball bounced off the goalpost and into the net.
<br>• She bounced the ball quickly.
<br>• Her bag bounced (= moved up and down) against her side as she walked.
<br>• The children had broken the bed by bouncing (= jumping up and down) on it.
<br>• He bounced the baby (= lifted it up and down) on his knee.
<br>• figurative Television pictures from all over the world are bounced off satellites (= are sent to and returned from them)."	[sound:bounce.mp3]	[sound:bounce_meaning.mp3]	[sound:bounce_example.mp3]						English::cefr-B1
crawl	crawl	"To <span id=""word-in-definition"">crawl</span> is to move slowly on your hands and knees."	verb		B2	/krɑːl/	"<img src=""crawl.jpg"" />"	The baby crawled across the floor.	"• The child crawled across the floor.
<br>• Megan has just learned to crawl.
<br>• The injured soldier crawled to safety.
<br>• He had to crawl along a ledge and get in through a window."	[sound:crawl.mp3]	[sound:crawl_meaning.mp3]	[sound:crawl_example.mp3]						English::cefr-B2
defeat	defeat	"To <span id=""word-in-definition"">defeat</span> someone is to beat them in a game or battle."	verb		B1	/dɪˈfiːt/	"<img src=""defeat.jpg"" />"	The champion defeated the challenger in the boxing match.	"• Napoleon was defeated by the Duke of Wellington at the battle of Waterloo.
<br>• They defeated the Italian team and reached the final."	[sound:defeat.mp3]	[sound:defeat_meaning.mp3]	[sound:defeat_example.mp3]						English::cefr-B1
